district,eligible,voters,turnout,municipality,APL_NUM
Jūžintų,848,372,43.87,Rokiškio rajono,19
Laibgalių,688,287,41.72,Rokiškio rajono,20
Sėlynės,285,155,54.39,Rokiškio rajono,21
Kamajų,613,280,45.68,Rokiškio rajono,22
Aukštakalnių,310,127,40.97,Rokiškio rajono,23
Duokiškio,236,134,56.78,Rokiškio rajono,24
Kalvių,352,188,53.41,Rokiškio rajono,25
Salų,394,240,60.91,Rokiškio rajono,26
Kriaunų,465,213,45.81,Rokiškio rajono,27
Lašų,319,150,47.02,Rokiškio rajono,28
Kairelių,256,155,60.55,Rokiškio rajono,29
Pakriaunių,216,111,51.39,Rokiškio rajono,30
Aleksandravėlės,182,75,41.21,Rokiškio rajono,31
Zarinkiškių,221,108,48.87,Rokiškio rajono,32
Antanašės,353,149,42.21,Rokiškio rajono,33
Obelių,527,245,46.49,Rokiškio rajono,34
Suvainiškio,217,101,46.54,Rokiškio rajono,35
Sriubiškių,274,134,48.91,Rokiškio rajono,37
Lailūnų,278,146,52.52,Rokiškio rajono,38
Panemunio,325,160,49.23,Rokiškio rajono,40
Stoties,802,370,46.13,Rokiškio rajono,41
Panemunėlio,366,182,49.73,Rokiškio rajono,42
Skuodo,2028,1001,49.36,Skuodo rajono,1
Vilniaus,2062,983,47.67,Skuodo rajono,2
Laisvės,1935,797,41.19,Skuodo rajono,3
Aleksandrijos,574,284,49.48,Skuodo rajono,4
Kaukolikų,433,192,44.34,Skuodo rajono,5
Gėsalų,332,108,32.53,Skuodo rajono,6
