commune,voters,eligible,turnout,district,region
Petrikovce,33.0,156.0,21.15,Michalovce,Košický
Petrovce,48.0,190.0,25.26,Michalovce,Košický
Petrovce nad Laborcom,73.0,750.0,9.73,Michalovce,Košický
Pinkovce,41.0,151.0,27.15,Michalovce,Košický
Podhoroď,30.0,313.0,9.58,Michalovce,Košický
Porostov,35.0,176.0,19.88,Michalovce,Košický
Poruba pod Vihorlatom,50.0,513.0,9.74,Michalovce,Košický
Porúbka,44.0,342.0,12.86,Michalovce,Košický
Pozdišovce,96.0,1016.0,9.44,Michalovce,Košický
Priekopa,41.0,247.0,16.59,Michalovce,Košický
Ptrukša,81.0,415.0,19.51,Michalovce,Košický
Pusté Čemerné,87.0,303.0,28.71,Michalovce,Košický
Rakovec nad Ondavou,80.0,806.0,9.92,Michalovce,Košický
Remetské Hámre,39.0,499.0,7.81,Michalovce,Košický
Ruská,77.0,476.0,16.17,Michalovce,Košický
Ruská Bystrá,28.0,90.0,31.11,Michalovce,Košický
Ruskovce,47.0,221.0,21.26,Michalovce,Košický
Ruský Hrabovec,74.0,271.0,27.3,Michalovce,Košický
Šamudovce,40.0,418.0,9.56,Michalovce,Košický
Sejkov,38.0,176.0,21.59,Michalovce,Košický
Senné,49.0,580.0,8.44,Michalovce,Košický
Slavkovce,49.0,467.0,10.7,Michalovce,Košický
Sliepkovce,37.0,574.0,6.44,Michalovce,Košický
Sobrance,535.0,4573.0,11.72,Michalovce,Košický
Staré,54.0,659.0,8.19,Michalovce,Košický
Strážske,310.0,3598.0,8.61,Michalovce,Košický
Stretava,18.0,493.0,3.65,Michalovce,Košický
Stretavka,27.0,161.0,16.77,Michalovce,Košický
Suché,58.0,333.0,17.41,Michalovce,Košický
Svätuš,40.0,97.0,41.23,Michalovce,Košický
Tašuľa,40.0,169.0,23.66,Michalovce,Košický
Tibava,60.0,473.0,12.68,Michalovce,Košický
Trhovište,84.0,1280.0,6.56,Michalovce,Košický
Trnava pri Laborci,53.0,470.0,11.27,Michalovce,Košický
Tušice,28.0,572.0,4.89,Michalovce,Košický
Tušická Nová Ves,50.0,462.0,10.82,Michalovce,Košický
Úbrež,50.0,518.0,9.65,Michalovce,Košický
Veľké Kapušany,603.0,7537.0,8.0,Michalovce,Košický
Veľké Raškovce,62.0,269.0,23.04,Michalovce,Košický
Veľké Revištia,83.0,419.0,20.52,Michalovce,Košický
Veľké Slemence,86.0,466.0,18.45,Michalovce,Košický
Vinné,148.0,1428.0,10.36,Michalovce,Košický
Vojany,55.0,638.0,8.62,Michalovce,Košický
Vojnatina,12.0,201.0,5.97,Michalovce,Košický
Voľa,23.0,205.0,11.21,Michalovce,Košický
Vrbnica,39.0,567.0,6.87,Michalovce,Košický
Vyšná Rybnica,28.0,317.0,8.83,Michalovce,Košický
Vyšné Nemecké,40.0,187.0,21.39,Michalovce,Košický
Vyšné Remety,18.0,332.0,5.42,Michalovce,Košický
Vysoká nad Uhom,44.0,673.0,6.53,Michalovce,Košický
Záhor,60.0,547.0,10.96,Michalovce,Košický
Zalužice,136.0,945.0,14.39,Michalovce,Košický
Závadka,27.0,365.0,7.39,Michalovce,Košický
Žbince,41.0,703.0,5.83,Michalovce,Košický
Zbudza,48.0,449.0,10.69,Michalovce,Košický
Zemplínska Široká,56.0,747.0,7.49,Michalovce,Košický
Zemplínske Kopčany,61.0,239.0,25.52,Michalovce,Košický
Ardovo,31.0,138.0,22.46,Rožňava,Košický
Betliar,141.0,822.0,17.15,Rožňava,Košický
Bohúňovo,49.0,243.0,20.16,Rožňava,Košický
Bôrka,43.0,309.0,13.91,Rožňava,Košický
Brdárka,10.0,47.0,21.27,Rožňava,Košický
Bretka,157.0,295.0,53.22,Rožňava,Košický
Brzotín,103.0,988.0,10.42,Rožňava,Košický
Čierna Lehota,71.0,508.0,14.17,Rožňava,Košický
Čoltovo,39.0,367.0,10.62,Rožňava,Košický
Čučma,54.0,547.0,9.87,Rožňava,Košický
Dedinky,51.0,264.0,19.31,Rožňava,Košický
Dlhá Ves,32.0,469.0,6.82,Rožňava,Košický
Dobšiná,193.0,3664.0,5.26,Rožňava,Košický
Drnava,53.0,526.0,10.07,Rožňava,Košický
Gemerská Hôrka,65.0,1019.0,6.47,Rožňava,Košický
Gemerská Panica,114.0,523.0,21.79,Rožňava,Košický
Gemerská Poloma,132.0,1623.0,8.13,Rožňava,Košický
Gočaltovo,36.0,198.0,18.18,Rožňava,Košický
Gočovo,85.0,314.0,27.07,Rožňava,Košický
Hanková,15.0,48.0,31.25,Rožňava,Košický
Henckovce,47.0,327.0,14.37,Rožňava,Košický
Honce,32.0,311.0,10.28,Rožňava,Košický
Hrhov,142.0,917.0,15.48,Rožňava,Košický
Hrušov,38.0,287.0,13.24,Rožňava,Košický
Jablonov nad Turňou,78.0,670.0,11.64,Rožňava,Košický
Jovice,49.0,579.0,8.46,Rožňava,Košický
Kečovo,66.0,318.0,20.75,Rožňava,Košický
Kobeliarovo,34.0,302.0,11.25,Rožňava,Košický
Koceľovce,21.0,204.0,10.29,Rožňava,Košický
Kováčová,17.0,60.0,28.33,Rožňava,Košický
Krásnohorská Dlhá Lúka,84.0,593.0,14.16,Rožňava,Košický
Krásnohorské Podhradie,321.0,1877.0,17.1,Rožňava,Košický
Kružná,22.0,409.0,5.37,Rožňava,Košický
Kunova Teplica,32.0,553.0,5.78,Rožňava,Košický
Lipovník,108.0,426.0,25.35,Rožňava,Košický
Lúčka,39.0,171.0,22.8,Rožňava,Košický
Markuška,29.0,128.0,22.65,Rožňava,Košický
Meliata,33.0,173.0,19.07,Rožňava,Košický
Nižná Slaná,103.0,951.0,10.83,Rožňava,Košický
Ochtiná,35.0,413.0,8.47,Rožňava,Košický
Pača,58.0,504.0,11.5,Rožňava,Košický
Pašková,36.0,251.0,14.34,Rožňava,Košický
Petrovo,19.0,74.0,25.67,Rožňava,Košický
Plešivec,171.0,1888.0,9.05,Rožňava,Košický
Rakovnica,40.0,522.0,7.66,Rožňava,Košický
Rejdová,58.0,523.0,11.08,Rožňava,Košický
Rochovce,33.0,244.0,13.52,Rožňava,Košický
Roštár,31.0,371.0,8.35,Rožňava,Košický
Rozložná,25.0,142.0,17.6,Rožňava,Košický
Rožňava,1506.0,15031.0,10.02,Rožňava,Košický
Rožňavské Bystré,74.0,491.0,15.07,Rožňava,Košický
Rudná,73.0,646.0,11.3,Rožňava,Košický
Silica,58.0,435.0,13.33,Rožňava,Košický
Silická Brezová,33.0,139.0,23.74,Rožňava,Košický
Silická Jablonica,59.0,184.0,32.06,Rožňava,Košický
Slavec,92.0,381.0,24.14,Rožňava,Košický
Slavoška,14.0,88.0,15.9,Rožňava,Košický
Slavošovce,113.0,1384.0,8.16,Rožňava,Košický
Štítnik,99.0,1205.0,8.21,Rožňava,Košický
Stratená,36.0,122.0,29.5,Rožňava,Košický
Vlachovo,86.0,735.0,11.83,Rožňava,Košický
Vyšná Slaná,56.0,425.0,13.17,Rožňava,Košický
Arnutovce,37.0,466.0,7.93,Spišská Nová Ves,Košický
Betlanovce,19.0,485.0,3.91,Spišská Nová Ves,Košický
Bystrany,84.0,1827.0,4.59,Spišská Nová Ves,Košický
Chrasť nad Hornádom,33.0,594.0,5.55,Spišská Nová Ves,Košický
Danišovce,40.0,426.0,9.38,Spišská Nová Ves,Košický
Gelnica,381.0,5124.0,7.45,Spišská Nová Ves,Košický
Harichovce,169.0,1490.0,11.34,Spišská Nová Ves,Košický
Helcmanovce,87.0,1176.0,7.39,Spišská Nová Ves,Košický
Henclová,21.0,100.0,21.0,Spišská Nová Ves,Košický
Hincovce,25.0,178.0,14.04,Spišská Nová Ves,Košický
Hnilčík,47.0,464.0,10.12,Spišská Nová Ves,Košický
Hnilec,49.0,384.0,12.76,Spišská Nová Ves,Košický
Hrabušice,133.0,1760.0,7.61,Spišská Nová Ves,Košický
Hrišovce,40.0,262.0,15.26,Spišská Nová Ves,Košický
Iliašovce,85.0,764.0,11.12,Spišská Nová Ves,Košický
Jaklovce,109.0,1539.0,7.08,Spišská Nová Ves,Košický
Jamník,119.0,905.0,13.14,Spišská Nová Ves,Košický
Kaľava,18.0,327.0,5.5,Spišská Nová Ves,Košický
Kluknava,118.0,1319.0,8.94,Spišská Nová Ves,Košický
Kojšov,86.0,599.0,14.35,Spišská Nová Ves,Košický
Kolinovce,27.0,438.0,6.16,Spišská Nová Ves,Košický
Krompachy,549.0,6596.0,8.32,Spišská Nová Ves,Košický
Letanovce,163.0,1454.0,11.21,Spišská Nová Ves,Košický
Lieskovany,56.0,247.0,22.67,Spišská Nová Ves,Košický
Margecany,208.0,1674.0,12.42,Spišská Nová Ves,Košický
Markušovce,150.0,2488.0,6.02,Spišská Nová Ves,Košický
Matejovce nad Hornádom,73.0,430.0,16.97,Spišská Nová Ves,Košický
Mlynky,70.0,468.0,14.95,Spišská Nová Ves,Košický
Mníšek nad Hnilcom,88.0,1283.0,6.85,Spišská Nová Ves,Košický
Nálepkovo,83.0,2043.0,4.06,Spišská Nová Ves,Košický
Odorín,66.0,774.0,8.52,Spišská Nová Ves,Košický
Olcnava,83.0,803.0,10.33,Spišská Nová Ves,Košický
Oľšavka,19.0,155.0,12.25,Spišská Nová Ves,Košický
Poráč,50.0,755.0,6.62,Spišská Nová Ves,Košický
Prakovce,206.0,2663.0,7.73,Spišská Nová Ves,Košický
Richnava,59.0,1368.0,4.31,Spišská Nová Ves,Košický
Rudňany,151.0,2429.0,6.21,Spišská Nová Ves,Košický
Slatvina,23.0,255.0,9.01,Spišská Nová Ves,Košický
Slovinky,112.0,1469.0,7.62,Spišská Nová Ves,Košický
Smižany,641.0,6602.0,9.7,Spišská Nová Ves,Košický
Smolnícka Huta,24.0,374.0,6.41,Spišská Nová Ves,Košický
Smolník,93.0,909.0,10.23,Spišská Nová Ves,Košický
Spišská Nová Ves,3523.0,29817.0,11.82,Spišská Nová Ves,Košický
Spišské Tomášovce,93.0,1335.0,6.96,Spišská Nová Ves,Košický
Spišské Vlachy,250.0,2793.0,8.95,Spišská Nová Ves,Košický
Spišský Hrušov,56.0,973.0,5.75,Spišská Nová Ves,Košický
Stará Voda,26.0,171.0,15.2,Spišská Nová Ves,Košický
Švedlár,53.0,1489.0,3.55,Spišská Nová Ves,Košický
Teplička,95.0,913.0,10.4,Spišská Nová Ves,Košický
Úhorná,19.0,110.0,17.27,Spišská Nová Ves,Košický
Veľký Folkmar,69.0,745.0,9.26,Spišská Nová Ves,Košický
Vítkovce,30.0,372.0,8.06,Spišská Nová Ves,Košický
Vojkovce,48.0,351.0,13.96,Spišská Nová Ves,Košický
Žakarovce,54.0,571.0,9.45,Spišská Nová Ves,Košický
Závadka,38.0,385.0,9.87,Spišská Nová Ves,Košický
Žehra,31.0,1034.0,2.99,Spišská Nová Ves,Košický
Bačka,91.0,518.0,17.56,Trebišov,Košický
Bačkov,105.0,477.0,22.01,Trebišov,Košický
Bara,43.0,249.0,17.26,Trebišov,Košický
Biel,95.0,1151.0,8.25,Trebišov,Košický
Boľ,68.0,578.0,11.76,Trebišov,Košický
Borša,183.0,1012.0,18.08,Trebišov,Košický
Boťany,104.0,941.0,11.05,Trebišov,Košický
Brehov,37.0,472.0,8.05,Trebišov,Košický
Brezina,62.0,560.0,11.07,Trebišov,Košický
Byšta,29.0,130.0,22.3,Trebišov,Košický
Cejkov,75.0,961.0,7.8,Trebišov,Košický
Čeľovce,39.0,414.0,9.42,Trebišov,Košický
Čerhov,73.0,621.0,11.75,Trebišov,Košický
Černochov,27.0,190.0,14.21,Trebišov,Košický
Čierna,141.0,385.0,36.62,Trebišov,Košický
Čierna nad Tisou,207.0,3028.0,6.83,Trebišov,Košický
Dargov,58.0,496.0,11.69,Trebišov,Košický
Dobrá,80.0,368.0,21.73,Trebišov,Košický
Dvorianky,58.0,512.0,11.32,Trebišov,Košický
Egreš,41.0,328.0,12.5,Trebišov,Košický
Hraň,242.0,1274.0,18.99,Trebišov,Košický
Hrčeľ,52.0,615.0,8.45,Trebišov,Košický
Hriadky,30.0,394.0,7.61,Trebišov,Košický
Kašov,39.0,247.0,15.78,Trebišov,Košický
Kazimír,51.0,684.0,7.45,Trebišov,Košický
Klin nad Bodrogom,21.0,174.0,12.06,Trebišov,Košický
Kožuchov,38.0,188.0,20.21,Trebišov,Košický
Kráľovský Chlmec,677.0,6255.0,10.82,Trebišov,Košický
Kravany,37.0,256.0,15.23,Trebišov,Košický
Kuzmice,80.0,1297.0,6.16,Trebišov,Košický
Kysta,29.0,330.0,8.78,Trebišov,Košický
Ladmovce,95.0,264.0,35.98,Trebišov,Košický
Lastovce,34.0,789.0,4.3,Trebišov,Košický
Leles,273.0,1430.0,19.09,Trebišov,Košický
Luhyňa,27.0,257.0,10.5,Trebišov,Košický
Malá Tŕňa,38.0,360.0,10.55,Trebišov,Košický
Malé Ozorovce,54.0,441.0,12.24,Trebišov,Košický
Malé Trakany,79.0,929.0,8.5,Trebišov,Košický
Malý Horeš,137.0,936.0,14.63,Trebišov,Košický
Malý Kamenec,66.0,401.0,16.45,Trebišov,Košický
Michaľany,83.0,1412.0,5.87,Trebišov,Košický
Nižný Žipov,54.0,1047.0,5.15,Trebišov,Košický
Novosad,81.0,786.0,10.3,Trebišov,Košický
Nový Ruskov,49.0,520.0,9.42,Trebišov,Košický
Parchovany,126.0,1486.0,8.47,Trebišov,Košický
Plechotice,29.0,627.0,4.62,Trebišov,Košický
Poľany,67.0,399.0,16.79,Trebišov,Košický
Pribeník,118.0,850.0,13.88,Trebišov,Košický
Rad,100.0,454.0,22.24,Trebišov,Košický
Sečovce,565.0,6229.0,9.07,Trebišov,Košický
Sirník,133.0,471.0,28.45,Trebišov,Košický
Slivník,130.0,643.0,20.21,Trebišov,Košický
Slovenské Nové Mesto,64.0,842.0,7.6,Trebišov,Košický
Soľnička,60.0,200.0,30.0,Trebišov,Košický
Somotor,165.0,1241.0,13.29,Trebišov,Košický
Stanča,36.0,319.0,11.28,Trebišov,Košický
Stankovce,28.0,134.0,20.89,Trebišov,Košický
Strážne,84.0,515.0,16.31,Trebišov,Košický
Streda nad Bodrogom,200.0,1986.0,10.07,Trebišov,Košický
Svätá Mária,92.0,474.0,19.4,Trebišov,Košický
Svätuše,85.0,683.0,12.44,Trebišov,Košický
Svinice,38.0,193.0,19.68,Trebišov,Košický
Trebišov,1561.0,17839.0,8.76,Trebišov,Košický
Trnávka,22.0,142.0,15.49,Trebišov,Košický
Veľaty,76.0,716.0,10.61,Trebišov,Košický
Veľká Tŕňa,68.0,378.0,17.98,Trebišov,Košický
Veľké Ozorovce,42.0,577.0,7.27,Trebišov,Košický
Veľké Trakany,209.0,1169.0,17.87,Trebišov,Košický
Veľký Horeš,105.0,832.0,12.62,Trebišov,Košický
Veľký Kamenec,59.0,652.0,9.04,Trebišov,Košický
Viničky,50.0,421.0,11.87,Trebišov,Košický
Višňov,20.0,197.0,10.15,Trebišov,Košický
Vojčice,89.0,1627.0,5.47,Trebišov,Košický
Vojka,72.0,365.0,19.72,Trebišov,Košický
Zatín,72.0,634.0,11.35,Trebišov,Košický
Zbehňov,26.0,267.0,9.73,Trebišov,Košický
Zemplín,38.0,293.0,12.96,Trebišov,Košický
Zemplínska Nová Ves,70.0,729.0,9.6,Trebišov,Košický
Zemplínska Teplica,132.0,1171.0,11.27,Trebišov,Košický
Zemplínske Hradište,65.0,964.0,6.74,Trebišov,Košický
Zemplínske Jastrabie,142.0,547.0,25.95,Trebišov,Košický
Zemplínsky Branč,44.0,384.0,11.45,Trebišov,Košický
